,results,full_text,entities,created_at,favourite,retweets
292,1308479201088081922,"Our wonderful General blew up Scarborough’s FAKE two year narrative. Thank you General H.R. McMaster. Look forward to reading your book, “Battlegrounds: The Fight to Defend the Free World.” https://t.co/RqdYnfIExf","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1308479144372637696, 'id_str': '1308479144372637696', 'indices': [190, 213], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1308479144372637696/pu/img/gob9GVtIRJF7-EUy.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1308479144372637696/pu/img/gob9GVtIRJF7-EUy.jpg', 'url': 'https://t.co/RqdYnfIExf', 'display_url': 'pic.twitter.com/RqdYnfIExf', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1308479201088081922/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 960, 'h': 540, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 960, 'h': 540, 'resize': 'fit'}}}]}",2020-09-22 18:52:06,45570,14868
293,1308441829797515264,"#NationalVoterRegistrationDay
https://t.co/WwzdPhDkAZ","{'hashtags': [{'text': 'NationalVoterRegistrationDay', 'indices': [0, 29]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WwzdPhDkAZ', 'expanded_url': 'http://vote.donaldjtrump.com', 'display_url': 'vote.donaldjtrump.com', 'indices': [30, 53]}]}",2020-09-22 16:23:36,40491,11841
294,1308401846592188417,Great news. It will show how incompetent she is! https://t.co/O8pCMOU2Ma,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/O8pCMOU2Ma', 'expanded_url': 'https://twitter.com/ABC/status/1308324959173967872', 'display_url': 'twitter.com/ABC/status/130…', 'indices': [49, 72]}]}",2020-09-22 13:44:43,107606,25472
295,1308401190439456770,"I will be announcing my Supreme Court Nominee on Saturday, at the White House! Exact time TBA.","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-22 13:42:07,287687,50740
296,1308400185287094274,"The Democrats are only interested in BAILING OUT their badly managed, high crime, Blue States. They are not interested in our workers or small businesses. Crazy Nancy will only do stimulus, which would be helpful, if we couple it with bailout money. Republican States are great!!!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-22 13:38:07,105675,25797
297,1308379796829863942,Nissan is rolling out it’s 2021 ROGUE from TENNESSEE. Great!,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-22 12:17:06,169896,26013
298,1308378831632375809,We are! https://t.co/07cmIRvyBj,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/07cmIRvyBj', 'expanded_url': 'https://twitter.com/RandPaul/status/1303749029302611969', 'display_url': 'twitter.com/RandPaul/statu…', 'indices': [8, 31]}]}",2020-09-22 12:13:16,61644,13420
299,1308239451462737920,Just returned to the @WhiteHouse after a GREAT evening in OHIO! https://t.co/mSstQqztGK,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WhiteHouse', 'name': 'The White House', 'id': 822215673812119553, 'id_str': '822215673812119553', 'indices': [21, 32]}], 'urls': [], 'media': [{'id': 1308239379660451840, 'id_str': '1308239379660451840', 'indices': [64, 87], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1308239379660451840/pu/img/wugjbj8_6IMOLSu6.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1308239379660451840/pu/img/wugjbj8_6IMOLSu6.jpg', 'url': 'https://t.co/mSstQqztGK', 'display_url': 'pic.twitter.com/mSstQqztGK', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1308239451462737920/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}}]}",2020-09-22 02:59:25,116620,18741
300,1308235331238596609,THANK YOU @RSBNetwork! https://t.co/djlzOdTTXc,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RSBNetwork', 'name': 'RSBN 🇺🇸', 'id': 4041824789, 'id_str': '4041824789', 'indices': [10, 21]}], 'urls': [], 'media': [{'id': 1308196817415426049, 'id_str': '1308196817415426049', 'indices': [23, 46], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1308196817415426049/pu/img/rMKwinSSSiL2Lw8G.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1308196817415426049/pu/img/rMKwinSSSiL2Lw8G.jpg', 'url': 'https://t.co/djlzOdTTXc', 'display_url': 'pic.twitter.com/djlzOdTTXc', 'expanded_url': 'https://twitter.com/RSBNetwork/status/1308197694825922560/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1308197694825922560, 'source_status_id_str': '1308197694825922560', 'source_user_id': 4041824789, 'source_user_id_str': '4041824789'}]}",2020-09-22 02:43:03,77521,22212
301,1308222067175690240,"I was thrilled to be back in OHIO tonight with thousands of loyal, hardworking American Patriots! 43 days from now, we are going to win Ohio, and we are going to win 4 more years in the White House! Secure your vote, here: https://t.co/WwzdPhlJcp. https://t.co/DWK7XZqjtJ","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WwzdPhlJcp', 'expanded_url': 'http://vote.donaldjtrump.com', 'display_url': 'vote.donaldjtrump.com', 'indices': [223, 246]}], 'media': [{'id': 1308222015552196609, 'id_str': '1308222015552196609', 'indices': [248, 271], 'media_url': 'http://pbs.twimg.com/media/Eie8_exVkAEzVZy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eie8_exVkAEzVZy.jpg', 'url': 'https://t.co/DWK7XZqjtJ', 'display_url': 'pic.twitter.com/DWK7XZqjtJ', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1308222067175690240/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1023, 'h': 444, 'resize': 'fit'}, 'small': {'w': 680, 'h': 295, 'resize': 'fit'}, 'medium': {'w': 1023, 'h': 444, 'resize': 'fit'}}}]}",2020-09-22 01:50:21,80933,18508
302,1308214583056760834,"THANK YOU OHIO! #MAGA 
https://t.co/oXPNyiXuW2","{'hashtags': [{'text': 'MAGA', 'indices': [16, 21]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/oXPNyiXuW2', 'expanded_url': 'https://www.pscp.tv/w/cjf21jEyMzE3NDF8MXlOR2FCdmJad1JKahCvVZHoeIDI0KYaperBb_PEjpij0KFaD3EJ7xlDJR8m?t=4m56s', 'display_url': 'pscp.tv/w/cjf21jEyMzE3…', 'indices': [23, 46]}]}",2020-09-22 01:20:36,62752,13999
303,1308182746708271105,On my way to Toledo Express Airport in OHIO. See everyone soon! #MAGA https://t.co/NGE0XAU7Pf,"{'hashtags': [{'text': 'MAGA', 'indices': [64, 69]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1308144071802748928, 'id_str': '1308144071802748928', 'indices': [70, 93], 'media_url': 'http://pbs.twimg.com/media/Eid3JbsWkAEIryB.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eid3JbsWkAEIryB.jpg', 'url': 'https://t.co/NGE0XAU7Pf', 'display_url': 'pic.twitter.com/NGE0XAU7Pf', 'expanded_url': 'https://twitter.com/TeamTrump/status/1308146105448894464/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1308146105448894464, 'source_status_id_str': '1308146105448894464', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-21 23:14:06,84372,19875
304,1308152685707710466,I agree 100%. https://t.co/9lgiXcdlC5,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9lgiXcdlC5', 'expanded_url': 'https://twitter.com/SenTedCruz/status/1308066647094239238', 'display_url': 'twitter.com/SenTedCruz/sta…', 'indices': [14, 37]}]}",2020-09-21 21:14:39,132700,29435
305,1308152267619446784,"Attention NEW HAMPSHIRE! Absentee ballots are being mailed to voters RIGHT NOW. Absentee ballots actually requested by voters are SAFE &amp; SECURE! Request your absentee ballot today, here: https://t.co/6wyOIC6LJS https://t.co/r60c75zXQy","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6wyOIC6LJS', 'expanded_url': 'https://sos.nh.gov/elections/voters/absentee-ballots/request-an-absentee-ballot/', 'display_url': 'sos.nh.gov/elections/vote…', 'indices': [191, 214]}], 'media': [{'id': 1308152242235568128, 'id_str': '1308152242235568128', 'indices': [215, 238], 'media_url': 'http://pbs.twimg.com/media/Eid9iI6U8AAn9sz.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eid9iI6U8AAn9sz.jpg', 'url': 'https://t.co/r60c75zXQy', 'display_url': 'pic.twitter.com/r60c75zXQy', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1308152267619446784/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1024, 'h': 573, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 573, 'resize': 'fit'}, 'small': {'w': 680, 'h': 381, 'resize': 'fit'}}}]}",2020-09-21 21:12:59,33253,9783
306,1308147057736122368,Attention MICHIGAN! Early voting has started AND absentee ballots are being mailed out. Take advantage of the early voting and absentee calendar. Vote in person today or request an absentee ballot here: https://t.co/zucV2H92tV https://t.co/APgsuVYP14,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/zucV2H92tV', 'expanded_url': 'https://mvic.sos.state.mi.us/AVApplication/Index', 'display_url': 'mvic.sos.state.mi.us/AVApplication/…', 'indices': [203, 226]}, {'url': 'https://t.co/APgsuVYP14', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1304237564203679745', 'display_url': 'twitter.com/realDonaldTrum…', 'indices': [227, 250]}]}",2020-09-21 20:52:17,50043,15592
307,1308142618996625414,"Heading to the Great State of OHIO, will be there soon! #MAGA https://t.co/PawzHeeYbO","{'hashtags': [{'text': 'MAGA', 'indices': [56, 61]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1308142614651252737, 'id_str': '1308142614651252737', 'indices': [62, 85], 'media_url': 'http://pbs.twimg.com/media/Eid0xvXWsAEUGKO.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eid0xvXWsAEUGKO.jpg', 'url': 'https://t.co/PawzHeeYbO', 'display_url': 'pic.twitter.com/PawzHeeYbO', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1308142618996625414/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1124, 'h': 494, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 299, 'resize': 'fit'}, 'large': {'w': 1124, 'h': 494, 'resize': 'fit'}}}]}",2020-09-21 20:34:39,66616,11279
308,1308118140858109953,THANK YOU! #MAGA https://t.co/h2NXX3baSB,"{'hashtags': [{'text': 'MAGA', 'indices': [11, 16]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1307743252808978433, 'id_str': '1307743252808978433', 'indices': [17, 40], 'media_url': 'http://pbs.twimg.com/media/EiYLO_OWkAEN2YX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiYLO_OWkAEN2YX.jpg', 'url': 'https://t.co/h2NXX3baSB', 'display_url': 'pic.twitter.com/h2NXX3baSB', 'expanded_url': 'https://twitter.com/News12/status/1307745361335906306/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1307745361335906306, 'source_status_id_str': '1307745361335906306', 'source_user_id': 1143233165215051778, 'source_user_id_str': '1143233165215051778'}]}",2020-09-21 18:57:23,110756,27102
309,1308033225932058625,"@SenateGOP Crazy Nancy Pelosi wants to Impeach me if I fulfill my Constitutional Obligation to put forth a Nominee for the vacated seat on the United States Supreme Court. This would be a FIRST, even crazier than being Impeached for making a PERFECT phone call to Ukrainian Pres.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SenateGOP', 'name': 'Senate Republicans', 'id': 14344823, 'id_str': '14344823', 'indices': [0, 10]}], 'urls': []}",2020-09-21 13:19:57,40449,15635
310,1308008758031904768,"“The Trump Century, How Our President Changed the Course of History Forever”. On sale tomorrow. A great book by an even greater author. Make Lou NUMBER ONE! Much better than the boring, no new info., Woodward book. Besides, Lou is much smarter and sharper than Bob, by a lot!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-21 11:42:44,100571,22784
311,1308005225102561280,Will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!  @FoxNews,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'foxandfriends', 'name': 'FOX & friends', 'id': 15513604, 'id_str': '15513604', 'indices': [23, 37]}, {'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [59, 67]}], 'urls': []}",2020-09-21 11:28:41,78562,11300
312,1307819728249946112,Will be interviewed by @marklevinshow on @FoxNews tonight at 8:00 P.M. Enjoy!,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'marklevinshow', 'name': 'Mark R. Levin', 'id': 38495835, 'id_str': '38495835', 'indices': [23, 37]}, {'screen_name': 'FoxNews', 'name': 'Fox News', 'id': 1367531, 'id_str': '1367531', 'indices': [41, 49]}], 'urls': []}",2020-09-20 23:11:35,90544,15628
313,1307733226056830977,https://t.co/WwzdPhDkAZ,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WwzdPhDkAZ', 'expanded_url': 'http://vote.donaldjtrump.com', 'display_url': 'vote.donaldjtrump.com', 'indices': [0, 23]}]}",2020-09-20 17:27:52,56647,15349
314,1307693536322752513,"SAVE YOUR SECOND AMENDMENT, VOTE TRUMP!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-20 14:50:09,322916,61567
315,1307683647147966465,People want respect for our Anthem and our Flag. Ratings will only get worse! Didn’t we go through this once before? https://t.co/3FBZLQGY8R,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/3FBZLQGY8R', 'expanded_url': 'https://twitter.com/DailyCaller/status/1305543046789033984', 'display_url': 'twitter.com/DailyCaller/st…', 'indices': [117, 140]}]}",2020-09-20 14:10:51,85882,21918
316,1307676330889220096,Vote! https://t.co/pLVMieeGAn,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pLVMieeGAn', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1307030660390027264', 'display_url': 'twitter.com/realDonaldTrum…', 'indices': [6, 29]}]}",2020-09-20 13:41:47,54086,13804
317,1307676200916209664,Vote! https://t.co/naCPEzQRMt,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/naCPEzQRMt', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1307030664798240770', 'display_url': 'twitter.com/realDonaldTrum…', 'indices': [6, 29]}]}",2020-09-20 13:41:16,52320,12443
318,1307675370322145282,MAKE AMERICA GREAT AGAIN!,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-20 13:37:58,362962,59885
319,1307675185932382213,LAW &amp; ORDER!,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-20 13:37:14,213782,38717
320,1307669484120014848,"A giant SCAM, and the Dems know it! https://t.co/ENqhp7TfXL","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ENqhp7TfXL', 'expanded_url': 'https://twitter.com/SaraCarterDC/status/1306351192444895232', 'display_url': 'twitter.com/SaraCarterDC/s…', 'indices': [36, 59]}]}",2020-09-20 13:14:34,49397,13991
321,1307669037942558725,Thank you! https://t.co/hlPXpuYyCh,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/hlPXpuYyCh', 'expanded_url': 'https://twitter.com/j_officerandrew/status/1306326554490724352', 'display_url': 'twitter.com/j_officerandre…', 'indices': [11, 34]}]}",2020-09-20 13:12:48,36949,7505
322,1307668705464156161,Fake News! https://t.co/FAZ1vWfoCV,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FAZ1vWfoCV', 'expanded_url': 'https://twitter.com/mbcoyte/status/1306349708550561792', 'display_url': 'twitter.com/mbcoyte/status…', 'indices': [11, 34]}]}",2020-09-20 13:11:29,46058,9793
323,1307668481391890432,Great! https://t.co/qXmO6krjYs,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/qXmO6krjYs', 'expanded_url': 'https://twitter.com/DrKarlynB/status/1306341244612771841', 'display_url': 'twitter.com/DrKarlynB/stat…', 'indices': [7, 30]}]}",2020-09-20 13:10:35,83675,15529
324,1307668057565868039,What a GREAT GUY. A true Winner representing Hispanic Americans!!! Thank you. https://t.co/NIwydYvZWw,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/NIwydYvZWw', 'expanded_url': 'https://twitter.com/WatchChad/status/1306306274640957447', 'display_url': 'twitter.com/WatchChad/stat…', 'indices': [78, 101]}]}",2020-09-20 13:08:54,42418,10242
325,1307664492982132739,"Jim, to late to take it back. Stay with the truth, no pandering! https://t.co/ml7zONzYVb","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ml7zONzYVb', 'expanded_url': 'https://twitter.com/therecount/status/1305890820659216384', 'display_url': 'twitter.com/therecount/sta…', 'indices': [65, 88]}]}",2020-09-20 12:54:45,60222,13509
326,1307663153787002883,So great for the World! https://t.co/pIyO55TEA8,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/pIyO55TEA8', 'expanded_url': 'https://twitter.com/WhiteHouse/status/1305917945609158657', 'display_url': 'twitter.com/WhiteHouse/sta…', 'indices': [24, 47]}]}",2020-09-20 12:49:25,51282,11247
327,1307661825928986625,No thanks! https://t.co/wNtwLKYDmY,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wNtwLKYDmY', 'expanded_url': 'https://twitter.com/alaskachamber/status/1306700147611459584', 'display_url': 'twitter.com/alaskachamber/…', 'indices': [11, 34]}]}",2020-09-20 12:44:09,57928,13700
328,1307661614443892736,Buy Lou’s GREAT New Book! https://t.co/ygULzrgE0Y,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ygULzrgE0Y', 'expanded_url': 'https://twitter.com/LouDobbs/status/1305995646302912512', 'display_url': 'twitter.com/LouDobbs/statu…', 'indices': [26, 49]}]}",2020-09-20 12:43:18,24710,5941
329,1307648316491075586,...And 96% in the Republican Party. Save your 2nd Amendment! https://t.co/6T9egMb4Rd,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6T9egMb4Rd', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1307050612404740099', 'display_url': 'twitter.com/realDonaldTrum…', 'indices': [61, 84]}]}",2020-09-20 11:50:28,67197,14488
330,1307647794497368064,"VIRGINIA, and everywhere else for that matter, I am the only thing standing between you and your 2nd Amendment. If I am re-elected, it is 100% SAFE. If not, it is GONE!","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",2020-09-20 11:48:23,142385,31556
331,1307645433561468934,"Winning Big. Next year, if I’m re-elected, will be our best  year ever! Sleepy Joe wants to quadruple your taxes and go to socialized healthcare. Depression! https://t.co/EN4pSt2Xzu","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EN4pSt2Xzu', 'expanded_url': 'https://twitter.com/TrumpWarRoom/status/1302296692860096512', 'display_url': 'twitter.com/TrumpWarRoom/s…', 'indices': [158, 181]}]}",2020-09-20 11:39:00,52358,14378
332,1307486794477338626,"THANK YOU NORTH CAROLINA!
https://t.co/WwzdPhDkAZ https://t.co/RPGV0fuMwz","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WwzdPhDkAZ', 'expanded_url': 'http://vote.donaldjtrump.com', 'display_url': 'vote.donaldjtrump.com', 'indices': [26, 49]}], 'media': [{'id': 1307486788605353984, 'id_str': '1307486788605353984', 'indices': [50, 73], 'media_url': 'http://pbs.twimg.com/media/EiUgTo9WoAAO67m.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiUgTo9WoAAO67m.jpg', 'url': 'https://t.co/RPGV0fuMwz', 'display_url': 'pic.twitter.com/RPGV0fuMwz', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1307486794477338626/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1200, 'h': 628, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 356, 'resize': 'fit'}, 'large': {'w': 1799, 'h': 941, 'resize': 'fit'}}}]}",2020-09-20 01:08:38,135640,28935
333,1307486709521809419,https://t.co/qt07oZL9pT,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1307459632902930433, 'id_str': '1307459632902930433', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1307459632902930433/img/1IPoH0i6IPd_vvZ1.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1307459632902930433/img/1IPoH0i6IPd_vvZ1.jpg', 'url': 'https://t.co/qt07oZL9pT', 'display_url': 'pic.twitter.com/qt07oZL9pT', 'expanded_url': 'https://twitter.com/TeamTrump/status/1307459928060309510/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1307459928060309510, 'source_status_id_str': '1307459928060309510', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-20 01:08:18,57873,13574
334,1307486653985050624,https://t.co/iKg0Px3PtG,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1307459346973044742, 'id_str': '1307459346973044742', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1307459346973044742/img/cXU7Vp0PBjq8KZqO.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1307459346973044742/img/cXU7Vp0PBjq8KZqO.jpg', 'url': 'https://t.co/iKg0Px3PtG', 'display_url': 'pic.twitter.com/iKg0Px3PtG', 'expanded_url': 'https://twitter.com/TeamTrump/status/1307459575935836165/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1307459575935836165, 'source_status_id_str': '1307459575935836165', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-20 01:08:04,43068,10523
335,1307486631373438976,https://t.co/PHafD5aIEW,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1307458618447613958, 'id_str': '1307458618447613958', 'indices': [0, 23], 'media_url': 'http://pbs.twimg.com/amplify_video_thumb/1307458618447613958/img/JjnnMXCo0MFHSpqy.jpg', 'media_url_https': 'https://pbs.twimg.com/amplify_video_thumb/1307458618447613958/img/JjnnMXCo0MFHSpqy.jpg', 'url': 'https://t.co/PHafD5aIEW', 'display_url': 'pic.twitter.com/PHafD5aIEW', 'expanded_url': 'https://twitter.com/TeamTrump/status/1307458741978177538/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1307458741978177538, 'source_status_id_str': '1307458741978177538', 'source_user_id': 729676086632656900, 'source_user_id_str': '729676086632656900'}]}",2020-09-20 01:07:59,36848,8493
336,1307484212283531265,https://t.co/8CN29SCEz9,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/8CN29SCEz9', 'expanded_url': 'https://www.pscp.tv/w/cjVO4TEyMzE3NDF8MWVhS2J6dnFacHJLWEhnMRVjCJnJ9uYFdchf-JfSk-EXXDxBkwYLo9CxId_y?t=2m3s', 'display_url': 'pscp.tv/w/cjVO4TEyMzE3…', 'indices': [0, 23]}]}",2020-09-20 00:58:22,60240,14877
337,1307321159113936896,".@GOP  We were put in this position of power and importance to make decisions for the people who so proudly elected us, the most important of which has long been considered to be the selection of United States Supreme Court Justices. We have this obligation, without delay!","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GOP', 'name': 'GOP', 'id': 11134252, 'id_str': '11134252', 'indices': [1, 5]}], 'urls': []}",2020-09-19 14:10:27,306345,79457
338,1307321098632077316,Thank you Harry! https://t.co/vu7aASOYrX,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vu7aASOYrX', 'expanded_url': 'https://twitter.com/SteveRattner/status/1307105485401845760', 'display_url': 'twitter.com/SteveRattner/s…', 'indices': [17, 40]}]}",2020-09-19 14:10:13,92109,23374
339,1307146028555014145,Statement from the President on the Passing of Supreme Court Associate Justice Ruth Bader Ginsburg https://t.co/N2YkGVWLoF,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1307146009416331264, 'id_str': '1307146009416331264', 'indices': [99, 122], 'media_url': 'http://pbs.twimg.com/media/EiPqXrjUcAA6t5I.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EiPqXrjUcAA6t5I.jpg', 'url': 'https://t.co/N2YkGVWLoF', 'display_url': 'pic.twitter.com/N2YkGVWLoF', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/1307146028555014145/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 515, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 906, 'h': 686, 'resize': 'fit'}, 'medium': {'w': 906, 'h': 686, 'resize': 'fit'}}}]}",2020-09-19 02:34:33,166499,36544
